id,age,death_date,age_standard_deviation,age_at_death,latitude,longitude,y_haplogroup,mtdna_haplogroup
NA19059,0,2023,0,..,37.85001,139.001,n/a (female),..
NA19060,0,2023,0,..,37.85001,139.001,..,..
NA18543,0,2023,0,..,39.916667,116.383333,..,..
NA18544,0,2023,0,..,39.916667,116.383333,..,..
HG03660,0,2023,0,..,31.549722,74.343611,..,..
HG03663,0,2023,0,..,31.549722,74.343611,..,..
HG03838,0,2023,0,..,..,..,n/a (female),..
HG03844,0,2023,0,..,..,..,..,..
HG01284,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01286,0,2023,0,..,18.406389,-66.063889,..,..
HG00708,0,2023,0,..,..,..,n/a (female),..
HG00717,0,2023,0,..,..,..,n/a (female),..
HG03428,0,2023,0,..,7.875833,-11.190833,n/a (female),..
HG03432,0,2023,0,..,7.875833,-11.190833,..,..
NA20812,0,2023,0,..,40,9,..,..
NA20813,0,2023,0,..,40,9,n/a (female),..
HG02561,0,2023,0,..,13.25,-16.316667,..,..
HG02562,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG03304,0,2023,0,..,..,..,..,..
HG03311,0,2023,0,..,..,..,..,..
HG00650,0,2023,0,..,..,..,..,..
HG00651,0,2023,0,..,..,..,n/a (female),..
HG02574,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG02577,0,2023,0,..,13.17,-59.5525,n/a (female),..
HG02840,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG02851,0,2023,0,..,13.25,-16.316667,..,..
HG03458,0,2023,0,..,7.875833,-11.190833,n/a (female),..
HG03460,0,2023,0,..,7.875833,-11.190833,..,..
HG03722,0,2023,0,..,..,..,n/a (female),..
HG03727,0,2023,0,..,..,..,..,..
HG03836,0,2023,0,..,..,..,n/a (female),..
HG03837,0,2023,0,..,..,..,..,..
HG01524,0,2023,0,..,..,..,..,..
HG01525,0,2023,0,..,..,..,n/a (female),..
NA19113,0,2023,0,..,7.396389,3.916667,..,..
NA19114,0,2023,0,..,7.396389,3.916667,n/a (female),..
HG03120,0,2023,0,..,..,..,..,..
HG03121,0,2023,0,..,..,..,n/a (female),..
HG02371,0,2023,0,..,22,100.8,..,..
HG02373,0,2023,0,..,22,100.8,..,..
HG01133,0,2023,0,..,6.230833,-75.590556,..,..
HG01134,0,2023,0,..,6.230833,-75.590556,n/a (female),..
NA19920,0,2023,0,..,..,..,..,..
NA19921,0,2023,0,..,..,..,n/a (female),..
HG03718,0,2023,0,..,..,..,..,..
HG03720,0,2023,0,..,..,..,..,..
HG01344,0,2023,0,..,6.230833,-75.590556,..,..
HG01345,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01095,0,2023,0,..,18.406389,-66.063889,n/a (female),..
HG01097,0,2023,0,..,18.406389,-66.063889,..,..
NA18952,0,2023,0,..,37.85001,139.001,..,..
NA18953,0,2023,0,..,37.85001,139.001,..,..
NA19075,0,2023,0,..,37.85001,139.001,..,..
NA19076,0,2023,0,..,37.85001,139.001,..,..
NA18966,0,2023,0,..,37.85001,139.001,..,..
NA18967,0,2023,0,..,37.85001,139.001,..,..
HG00406,0,2023,0,..,..,..,..,..
HG00407,0,2023,0,..,..,..,n/a (female),..
HG02260,0,2023,0,..,-12.06,-77.0375,n/a (female),..
HG02262,0,2023,0,..,-12.06,-77.0375,..,..
HG04118,0,2023,0,..,..,..,n/a (female),..
HG04131,0,2023,0,..,23.763889,90.388889,..,..
HG01882,0,2023,0,..,13.17,-59.5525,..,..
HG01883,0,2023,0,..,13.17,-59.5525,n/a (female),..
HG02332,0,2023,0,..,13.17,-59.5525,..,..
HG02334,0,2023,0,..,13.17,-59.5525,..,..
HG03241,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG03246,0,2023,0,..,13.25,-16.316667,..,..
HG02887,0,2023,0,..,13.25,-16.316667,..,..
HG02888,0,2023,0,..,13.25,-16.316667,n/a (female),..
NA19776,0,2023,0,..,34.05,-118.25,n/a (female),..
NA19777,0,2023,0,..,34.05,-118.25,..,..
HG00157,0,2023,0,..,51.19,0.73,..,..
HG00158,0,2023,0,..,51.19,0.73,n/a (female),..
NA18974,0,2023,0,..,37.85001,139.001,..,..
NA18975,0,2023,0,..,37.85001,139.001,n/a (female),..
HG03270,0,2023,0,..,..,..,n/a (female),..
HG03271,0,2023,0,..,..,..,..,..
HG03301,0,2023,0,..,..,..,..,..
HG03303,0,2023,0,..,..,..,n/a (female),..
NA18619,0,2023,0,..,39.916667,116.383333,n/a (female),..
NA18620,0,2023,0,..,39.916667,116.383333,..,..
HG03744,0,2023,0,..,..,..,..,..
HG03745,0,2023,0,..,..,..,..,..
HG02700,0,2023,0,..,31.549722,74.343611,n/a (female),..
HG02702,0,2023,0,..,13.25,-16.316667,..,..
NA12874,0,2023,0,..,40.760833,-111.891111,..,..
NA12878,0,2023,0,..,40.760833,-111.891111,n/a (female),..
HG03812,0,2023,0,..,23.763889,90.388889,..,..
HG03814,0,2023,0,..,23.763889,90.388889,n/a (female),..
NA19435,0,2023,0,..,1.3,36.8,n/a (female),..
NA19436,0,2023,0,..,1.3,36.8,n/a (female),..
HG02012,0,2023,0,..,13.17,-59.5525,n/a (female),..
HG02013,0,2023,0,..,13.17,-59.5525,..,..
HG01251,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01253,0,2023,0,..,6.230833,-75.590556,..,..
HG00179,0,2023,0,..,..,..,n/a (female),..
HG00180,0,2023,0,..,..,..,n/a (female),..
NA18881,0,2023,0,..,7.396389,3.916667,n/a (female),..
NA18907,0,2023,0,..,7.396389,3.916667,n/a (female),..
HG01958,0,2023,0,..,13.17,-59.5525,n/a (female),..
HG01961,0,2023,0,..,-12.06,-77.0375,..,..
NA11832,0,2023,0,..,40.760833,-111.891111,n/a (female),..
NA11840,0,2023,0,..,40.760833,-111.891111,n/a (female),..
NA07357,0,2023,0,..,40.760833,-111.891111,..,..
NA10847,0,2023,0,..,40.760833,-111.891111,n/a (female),..
HG00524,0,2023,0,..,..,..,..,..
HG00525,0,2023,0,..,..,..,n/a (female),..
HG01977,0,2023,0,..,-12.06,-77.0375,..,..
HG01979,0,2023,0,..,-12.06,-77.0375,..,..
HG00148,0,2023,0,..,51.19,0.73,..,..
HG00149,0,2023,0,..,51.19,0.73,..,..
HG01868,0,2023,0,..,10.8,106.65,n/a (female),..
HG01869,0,2023,0,..,10.8,106.65,n/a (female),..
HG02075,0,2023,0,..,10.8,106.65,n/a (female),..
HG02076,0,2023,0,..,10.8,106.65,..,..
HG01197,0,2023,0,..,18.406389,-66.063889,..,..
HG01198,0,2023,0,..,18.406389,-66.063889,n/a (female),..
NA20806,0,2023,0,..,40,9,..,..
NA20807,0,2023,0,..,40,9,n/a (female),..
HG01811,0,2023,0,..,22,100.8,..,..
HG01812,0,2023,0,..,22,100.8,n/a (female),..
HG00457,0,2023,0,..,..,..,..,..
HG00458,0,2023,0,..,..,..,n/a (female),..
HG03123,0,2023,0,..,..,..,n/a (female),..
HG03124,0,2023,0,..,..,..,..,..
NA18489,0,2023,0,..,7.396389,3.916667,n/a (female),..
NA18498,0,2023,0,..,7.396389,3.916667,..,..
HG03851,0,2023,0,..,..,..,..,..
HG03854,0,2023,0,..,..,..,..,..
HG00177,0,2023,0,..,..,..,n/a (female),..
HG00178,0,2023,0,..,..,..,n/a (female),..
NA20810,0,2023,0,..,40,9,..,..
NA20811,0,2023,0,..,40,9,..,..
HG02583,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG02585,0,2023,0,..,13.25,-16.316667,..,..
HG02952,0,2023,0,..,..,..,n/a (female),..
HG02953,0,2023,0,..,..,..,..,..
HG03736,0,2023,0,..,..,..,n/a (female),..
HG03738,0,2023,0,..,..,..,..,..
HG00371,0,2023,0,..,..,..,..,..
HG00372,0,2023,0,..,..,..,..,..
HG00978,0,2023,0,..,22,100.8,n/a (female),..
HG00982,0,2023,0,..,22,100.8,..,..
HG03888,0,2023,0,..,..,..,n/a (female),..
HG03890,0,2023,0,..,..,..,..,..
HG03800,0,2023,0,..,23.763889,90.388889,..,..
HG03802,0,2023,0,..,23.763889,90.388889,n/a (female),..
HG02025,0,2023,0,..,10.8,106.65,n/a (female),..
HG02026,0,2023,0,..,10.8,106.65,..,..
NA21091,0,2023,0,..,..,..,..,..
NA21092,0,2023,0,..,..,..,..,..
HG01254,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01256,0,2023,0,..,6.230833,-75.590556,..,..
HG03951,0,2023,0,..,..,..,n/a (female),..
HG03953,0,2023,0,..,..,..,..,..
HG03195,0,2023,0,..,..,..,n/a (female),..
HG03196,0,2023,0,..,..,..,..,..
HG02657,0,2023,0,..,31.549722,74.343611,..,..
HG02658,0,2023,0,..,31.549722,74.343611,n/a (female),..
HG01596,0,2023,0,..,10.8,106.65,..,..
HG01597,0,2023,0,..,10.8,106.65,n/a (female),..
NA19083,0,2023,0,..,37.85001,139.001,..,..
NA19084,0,2023,0,..,37.85001,139.001,n/a (female),..
HG01305,0,2023,0,..,18.406389,-66.063889,..,..
HG01308,0,2023,0,..,18.406389,-66.063889,..,..
HG02392,0,2023,0,..,22,100.8,..,..
HG02394,0,2023,0,..,22,100.8,..,..
NA18623,0,2023,0,..,39.916667,116.383333,..,..
NA18624,0,2023,0,..,39.916667,116.383333,..,..
NA18629,0,2023,0,..,39.916667,116.383333,..,..
NA18630,0,2023,0,..,39.916667,116.383333,n/a (female),..
NA12144,0,2023,0,..,40.760833,-111.891111,..,..
NA12154,0,2023,0,..,40.760833,-111.891111,..,..
NA11830,0,2023,0,..,40.760833,-111.891111,n/a (female),..
NA11831,0,2023,0,..,40.760833,-111.891111,..,..
HG01680,0,2023,0,..,43.3,-4,..,..
HG01682,0,2023,0,..,41,-1,..,..
HG00127,0,2023,0,..,51.19,0.73,n/a (female),..
HG00128,0,2023,0,..,51.19,0.73,n/a (female),..
HG02541,0,2023,0,..,13.17,-59.5525,..,..
HG02545,0,2023,0,..,13.17,-59.5525,..,..
HG01139,0,2023,0,..,6.230833,-75.590556,..,..
HG01140,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01506,0,2023,0,..,..,..,..,..
HG01507,0,2023,0,..,..,..,n/a (female),..
NA19007,0,2023,0,..,37.85001,139.001,..,..
NA19009,0,2023,0,..,37.85001,139.001,..,..
NA19096,0,2023,0,..,7.396389,3.916667,..,..
NA19098,0,2023,0,..,7.396389,3.916667,..,..
NA20544,0,2023,0,..,40,9,..,..
NA20581,0,2023,0,..,40,9,..,..
HG02140,0,2023,0,..,10.8,106.65,n/a (female),..
HG02141,0,2023,0,..,10.8,106.65,..,..
HG02006,0,2023,0,..,-12.06,-77.0375,n/a (female),..
HG02008,0,2023,0,..,-12.06,-77.0375,..,..
HG00108,0,2023,0,..,..,..,..,..
HG00109,0,2023,0,..,..,..,..,..
HG03698,0,2023,0,..,..,..,n/a (female),..
HG03702,0,2023,0,..,31.549722,74.343611,..,..
NA19676,0,2023,0,..,34.05,-118.25,..,..
NA19678,0,2023,0,..,34.05,-118.25,n/a (female),..
HG03900,0,2023,0,..,..,..,..,..
HG03902,0,2023,0,..,23.763889,90.388889,..,..
NA19099,0,2023,0,..,7.396389,3.916667,n/a (female),..
NA19102,0,2023,0,..,7.396389,3.916667,n/a (female),..
HG03451,0,2023,0,..,7.875833,-11.190833,..,..
HG03452,0,2023,0,..,7.875833,-11.190833,n/a (female),..
HG02069,0,2023,0,..,10.8,106.65,n/a (female),..
HG02070,0,2023,0,..,10.8,106.65,..,..
HG03091,0,2023,0,..,7.875833,-11.190833,n/a (female),..
HG03095,0,2023,0,..,7.875833,-11.190833,n/a (female),..
NA19005,0,2023,0,..,37.85001,139.001,..,..
NA19006,0,2023,0,..,37.85001,139.001,..,..
HG03007,0,2023,0,..,23.7,90.4,n/a (female),..
HG03009,0,2023,0,..,23.763889,90.388889,..,..
HG00566,0,2023,0,..,..,..,n/a (female),..
HG00580,0,2023,0,..,..,..,..,..
HG00140,0,2023,0,..,51.19,0.73,..,..
HG00141,0,2023,0,..,51.19,0.73,..,..
NA19037,0,2023,0,..,1.3,36.8,n/a (female),..
NA19038,0,2023,0,..,1.3,36.8,n/a (female),..
HG01360,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG01362,0,2023,0,..,6.230833,-75.590556,..,..
NA12006,0,2023,0,..,40.760833,-111.891111,n/a (female),..
NA12043,0,2023,0,..,40.760833,-111.891111,..,..
HG01921,0,2023,0,..,-12.06,-77.0375,n/a (female),..
HG01923,0,2023,0,..,-12.06,-77.0375,..,..
HG01092,0,2023,0,..,18.406389,-66.063889,n/a (female),..
HG01094,0,2023,0,..,18.406389,-66.063889,..,..
HG01874,0,2023,0,..,10.8,106.65,n/a (female),..
HG01878,0,2023,0,..,10.8,106.65,n/a (female),..
HG02666,0,2023,0,..,13.25,-16.316667,..,..
HG02667,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG00122,0,2023,0,..,..,..,n/a (female),..
HG00123,0,2023,0,..,..,..,n/a (female),..
HG03875,0,2023,0,..,..,..,..,..
HG03882,0,2023,0,..,..,..,n/a (female),..
HG02620,0,2023,0,..,13.25,-16.316667,..,..
HG02621,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG00096,0,2023,0,..,..,..,..,..
HG00097,0,2023,0,..,..,..,n/a (female),..
HG02814,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG02816,0,2023,0,..,13.25,-16.316667,..,..
HG02703,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG02715,0,2023,0,..,13.25,-16.316667,..,..
NA19788,0,2023,0,..,34.05,-118.25,n/a (female),..
NA19789,0,2023,0,..,34.05,-118.25,..,..
NA19257,0,2023,0,..,7.396389,3.916667,n/a (female),..
NA19307,0,2023,0,..,1.3,36.8,..,..
HG03086,0,2023,0,..,7.875833,-11.190833,n/a (female),..
HG03088,0,2023,0,..,7.875833,-11.190833,n/a (female),..
HG02429,0,2023,0,..,13.17,-59.5525,..,..
HG02433,0,2023,0,..,13.17,-59.5525,..,..
HG02678,0,2023,0,..,13.25,-16.316667,..,..
HG02679,0,2023,0,..,13.25,-16.316667,n/a (female),..
NA21112,0,2023,0,..,..,..,..,..
NA21113,0,2023,0,..,..,..,..,..
HG02799,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG02804,0,2023,0,..,13.25,-16.316667,..,..
HG03367,0,2023,0,..,..,..,..,..
HG03369,0,2023,0,..,..,..,n/a (female),..
HG03752,0,2023,0,..,..,..,n/a (female),..
HG03753,0,2023,0,..,..,..,..,..
HG00129,0,2023,0,..,51.19,0.73,..,..
HG00130,0,2023,0,..,51.19,0.73,n/a (female),..
HG04099,0,2023,0,..,..,..,n/a (female),..
HG04100,0,2023,0,..,..,..,..,..
NA19072,0,2023,0,..,37.85001,139.001,..,..
NA19074,0,2023,0,..,37.85001,139.001,n/a (female),..
HG02890,0,2023,0,..,13.25,-16.316667,..,..
HG02891,0,2023,0,..,13.25,-16.316667,n/a (female),..
NA18997,0,2023,0,..,37.85001,139.001,n/a (female),..
NA18998,0,2023,0,..,37.85001,139.001,n/a (female),..
HG01807,0,2023,0,..,22,100.8,n/a (female),..
HG01808,0,2023,0,..,22,100.8,n/a (female),..
HG03352,0,2023,0,..,..,..,..,..
HG03354,0,2023,0,..,..,..,n/a (female),..
NA20314,0,2023,0,..,..,..,n/a (female),..
NA20317,0,2023,0,..,..,..,n/a (female),..
HG00266,0,2023,0,..,..,..,n/a (female),..
HG00267,0,2023,0,..,..,..,..,..
HG03898,0,2023,0,..,..,..,n/a (female),..
HG03899,0,2023,0,..,..,..,..,..
NA21142,0,2023,0,..,..,..,n/a (female),..
NA21143,0,2023,0,..,..,..,n/a (female),..
NA21144,0,2023,0,..,..,..,n/a (female),..
NA18570,0,2023,0,..,39.916667,116.383333,n/a (female),..
NA18571,0,2023,0,..,39.916667,116.383333,n/a (female),..
HG01105,0,2023,0,..,18.406389,-66.063889,n/a (female),..
HG01107,0,2023,0,..,18.406389,-66.063889,..,..
NA18508,0,2023,0,..,7.396389,3.916667,n/a (female),..
NA18510,0,2023,0,..,7.396389,3.916667,..,..
HG03920,0,2023,0,..,23.763889,90.388889,..,..
HG03922,0,2023,0,..,23.763889,90.388889,n/a (female),..
HG03081,0,2023,0,..,7.875833,-11.190833,..,..
HG03082,0,2023,0,..,7.875833,-11.190833,n/a (female),..
HG02086,0,2023,0,..,10.8,106.65,n/a (female),..
HG02087,0,2023,0,..,10.8,106.65,n/a (female),..
HG02084,0,2023,0,..,10.8,106.65,n/a (female),..
HG02085,0,2023,0,..,10.8,106.65,..,..
HG00376,0,2023,0,..,..,..,n/a (female),..
HG00378,0,2023,0,..,..,..,n/a (female),..
NA11843,0,2023,0,..,40.760833,-111.891111,..,..
NA11881,0,2023,0,..,40.760833,-111.891111,..,..
HG01413,0,2023,0,..,18.406389,-66.063889,..,..
HG01414,0,2023,0,..,18.406389,-66.063889,n/a (female),..
HG02186,0,2023,0,..,22,100.8,n/a (female),..
HG02187,0,2023,0,..,22,100.8,n/a (female),..
HG01777,0,2023,0,..,..,..,..,..
HG01779,0,2023,0,..,..,..,n/a (female),..
HG00358,0,2023,0,..,..,..,..,..
HG00360,0,2023,0,..,..,..,..,..
NA18617,0,2023,0,..,39.916667,116.383333,n/a (female),..
NA18618,0,2023,0,..,39.916667,116.383333,n/a (female),..
HG02127,0,2023,0,..,10.8,106.65,n/a (female),..
HG02128,0,2023,0,..,10.8,106.65,..,..
HG03779,0,2023,0,..,..,..,..,..
HG03780,0,2023,0,..,..,..,n/a (female),..
HG02064,0,2023,0,..,10.8,106.65,..,..
HG02067,0,2023,0,..,10.8,106.65,..,..
HG02479,0,2023,0,..,13.17,-59.5525,n/a (female),..
HG02481,0,2023,0,..,13.17,-59.5525,..,..
HG00637,0,2023,0,..,18.406389,-66.063889,..,..
HG00638,0,2023,0,..,18.406389,-66.063889,n/a (female),..
HG01082,0,2023,0,..,18.406389,-66.063889,..,..
HG01083,0,2023,0,..,18.406389,-66.063889,n/a (female),..
HG03572,0,2023,0,..,7.875833,-11.190833,n/a (female),..
HG03575,0,2023,0,..,7.875833,-11.190833,n/a (female),..
NA12400,0,2023,0,..,40.760833,-111.891111,n/a (female),..
NA12413,0,2023,0,..,40.760833,-111.891111,..,..
HG03772,0,2023,0,..,..,..,n/a (female),..
HG03773,0,2023,0,..,..,..,..,..
HG02805,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG02807,0,2023,0,..,13.25,-16.316667,..,..
HG01620,0,2023,0,..,37.4,-6,n/a (female),..
HG01623,0,2023,0,..,37.4,-6,n/a (female),..
HG02586,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG02588,0,2023,0,..,13.25,-16.316667,..,..
HG03869,0,2023,0,..,..,..,..,..
HG03870,0,2023,0,..,..,..,..,..
HG01669,0,2023,0,..,39,-6,..,..
HG01670,0,2023,0,..,..,..,n/a (female),..
HG03469,0,2023,0,..,7.875833,-11.190833,..,..
HG03470,0,2023,0,..,7.875833,-11.190833,n/a (female),..
HG04033,0,2023,0,..,..,..,..,..
HG04035,0,2023,0,..,..,..,n/a (female),..
HG04080,0,2023,0,..,..,..,..,..
HG04090,0,2023,0,..,..,..,n/a (female),..
HG04106,0,2023,0,..,..,..,n/a (female),..
HG04107,0,2023,0,..,..,..,..,..
HG02232,0,2023,0,..,..,..,n/a (female),..
HG02233,0,2023,0,..,..,..,..,..
NA19922,0,2023,0,..,..,..,..,..
NA19923,0,2023,0,..,..,..,n/a (female),..
NA19462,0,2023,0,..,1.3,36.8,n/a (female),..
NA19463,0,2023,0,..,1.3,36.8,n/a (female),..
NA18645,0,2023,0,..,39.916667,116.383333,..,..
NA18646,0,2023,0,..,39.916667,116.383333,n/a (female),..
NA20804,0,2023,0,..,40,9,n/a (female),..
NA20805,0,2023,0,..,40,9,..,..
HG00154,0,2023,0,..,51.19,0.73,n/a (female),..
HG00155,0,2023,0,..,51.19,0.73,..,..
NA19019,0,2023,0,..,1.3,36.8,n/a (female),..
NA19020,0,2023,0,..,1.3,36.8,..,..
HG03169,0,2023,0,..,..,..,..,..
HG03172,0,2023,0,..,..,..,..,..
HG03908,0,2023,0,..,23.763889,90.388889,..,..
HG03910,0,2023,0,..,23.763889,90.388889,n/a (female),..
HG01771,0,2023,0,..,43.3,-4,..,..
HG01773,0,2023,0,..,..,..,n/a (female),..
HG02265,0,2023,0,..,-12.06,-77.0375,..,..
HG02266,0,2023,0,..,-12.06,-77.0375,n/a (female),..
NA07048,0,2023,0,..,40.760833,-111.891111,..,..
NA07051,0,2023,0,..,40.760833,-111.891111,..,..
HG02164,0,2023,0,..,22,100.8,n/a (female),..
HG02165,0,2023,0,..,22,100.8,n/a (female),..
HG01686,0,2023,0,..,42.5,-8.1,..,..
HG01694,0,2023,0,..,..,..,..,..
HG01162,0,2023,0,..,18.406389,-66.063889,n/a (female),..
HG01164,0,2023,0,..,18.406389,-66.063889,..,..
HG02028,0,2023,0,..,10.8,106.65,n/a (female),..
HG02029,0,2023,0,..,10.8,106.65,..,..
HG03111,0,2023,0,..,..,..,n/a (female),..
HG03112,0,2023,0,..,..,..,..,..
HG02230,0,2023,0,..,..,..,n/a (female),..
HG02231,0,2023,0,..,..,..,..,..
NA19087,0,2023,0,..,37.85001,139.001,n/a (female),..
NA19088,0,2023,0,..,37.85001,139.001,..,..
NA20762,0,2023,0,..,40,9,..,..
NA20763,0,2023,0,..,40,9,..,..
HG00250,0,2023,0,..,..,..,n/a (female),..
HG00251,0,2023,0,..,..,..,..,..
NA19314,0,2023,0,..,1.3,36.8,n/a (female),..
NA19315,0,2023,0,..,1.3,36.8,n/a (female),..
HG03955,0,2023,0,..,..,..,n/a (female),..
HG03960,0,2023,0,..,..,..,..,..
NA20887,0,2023,0,..,..,..,..,..
NA20888,0,2023,0,..,..,..,n/a (female),..
NA20847,0,2023,0,..,..,..,n/a (female),..
NA20849,0,2023,0,..,..,..,n/a (female),..
HG03672,0,2023,0,..,..,..,..,..
HG03673,0,2023,0,..,..,..,n/a (female),..
HG01889,0,2023,0,..,13.17,-59.5525,n/a (female),..
HG01890,0,2023,0,..,13.17,-59.5525,..,..
NA11932,0,2023,0,..,40.760833,-111.891111,..,..
NA11933,0,2023,0,..,40.760833,-111.891111,n/a (female),..
HG00500,0,2023,0,..,..,..,..,..
HG00513,0,2023,0,..,..,..,n/a (female),..
HG03646,0,2023,0,..,..,..,..,..
HG03649,0,2023,0,..,31.549722,74.343611,..,..
NA19222,0,2023,0,..,7.396389,3.916667,n/a (female),..
NA19223,0,2023,0,..,7.396389,3.916667,..,..
NA19025,0,2023,0,..,1.3,36.8,..,..
NA19026,0,2023,0,..,1.3,36.8,..,..
HG00409,0,2023,0,..,..,..,..,..
HG00410,0,2023,0,..,..,..,n/a (female),..
NA19130,0,2023,0,..,7.396389,3.916667,..,..
NA19131,0,2023,0,..,7.396389,3.916667,n/a (female),..
NA19455,0,2023,0,..,1.3,36.8,..,..
NA19456,0,2023,0,..,1.3,36.8,n/a (female),..
HG03108,0,2023,0,..,..,..,n/a (female),..
HG03109,0,2023,0,..,..,..,..,..
HG04156,0,2023,0,..,23.763889,90.388889,n/a (female),..
HG04158,0,2023,0,..,23.763889,90.388889,..,..
HG01124,0,2023,0,..,6.230833,-75.590556,..,..
HG01125,0,2023,0,..,6.230833,-75.590556,n/a (female),..
HG00356,0,2023,0,..,..,..,n/a (female),..
HG00357,0,2023,0,..,..,..,n/a (female),..
HG02078,0,2023,0,..,10.8,106.65,n/a (female),..
HG02079,0,2023,0,..,10.8,106.65,..,..
HG02088,0,2023,0,..,10.8,106.65,..,..
HG02089,0,2023,0,..,-12.06,-77.0375,n/a (female),..
HG00536,0,2023,0,..,..,..,..,..
HG00537,0,2023,0,..,..,..,n/a (female),..
NA19331,0,2023,0,..,1.3,36.8,..,..
NA19332,0,2023,0,..,1.3,36.8,n/a (female),..
HG00350,0,2023,0,..,..,..,n/a (female),..
HG00351,0,2023,0,..,..,..,..,..
NA18980,0,2023,0,..,37.85001,139.001,n/a (female),..
NA18981,0,2023,0,..,37.85001,139.001,n/a (female),..
NA18596,0,2023,0,..,39.916667,116.383333,n/a (female),..
NA18597,0,2023,0,..,39.916667,116.383333,n/a (female),..
NA20899,0,2023,0,..,..,..,n/a (female),..
NA20900,0,2023,0,..,..,..,n/a (female),..
HG03132,0,2023,0,..,..,..,n/a (female),..
HG03133,0,2023,0,..,..,..,..,..
NA12347,0,2023,0,..,40.760833,-111.891111,..,..
NA12348,0,2023,0,..,40.760833,-111.891111,n/a (female),..
HG02895,0,2023,0,..,13.25,-16.316667,..,..
HG02896,0,2023,0,..,13.25,-16.316667,n/a (female),..
HG01885,0,2023,0,..,13.17,-59.5525,..,..
HG01886,0,2023,0,..,13.17,-59.5525,n/a (female),..
NA19792,0,2023,0,..,34.05,-118.25,..,..
NA19794,0,2023,0,..,34.05,-118.25,n/a (female),..
NA19682,0,2023,0,..,34.05,-118.25,..,..
NA19684,0,2023,0,..,34.05,-118.25,n/a (female),..
HG01710,0,2023,0,..,42.5,-8.1,n/a (female),..
HG01746,0,2023,0,..,39.9,-4,n/a (female),..
HG03057,0,2023,0,..,7.875833,-11.190833,..,..
HG03058,0,2023,0,..,7.875833,-11.190833,n/a (female),..
HG00262,0,2023,0,..,..,..,n/a (female),..
HG00263,0,2023,0,..,..,..,n/a (female),..
HG02397,0,2023,0,..,22,100.8,..,..
HG02398,0,2023,0,..,22,100.8,..,..
HG00181,0,2023,0,..,..,..,..,..
HG00182,0,2023,0,..,..,..,..,..
HG01190,0,2023,0,..,18.406389,-66.063889,..,..
HG01191,0,2023,0,..,18.406389,-66.063889,n/a (female),..
HG02675,0,2023,0,..,13.25,-16.316667,..,..
HG02676,0,2023,0,..,13.25,-16.316667,n/a (female),..
NA20903,0,2023,0,..,..,..,..,..
NA20904,0,2023,0,..,..,..,..,..
HG03114,0,2023,0,..,..,..,n/a (female),..
HG03115,0,2023,0,..,..,..,..,..
HG03914,0,2023,0,..,23.763889,90.388889,..,..
HG03916,0,2023,0,..,23.763889,90.388889,n/a (female),..
HG03190,0,2023,0,..,..,..,..,..
HG03193,0,2023,0,..,..,..,..,..
NA12341,0,2023,0,..,40.760833,-111.891111,n/a (female),..
NA12342,0,2023,0,..,40.760833,-111.891111,..,..
NA19089,0,2023,0,..,37.85001,139.001,..,..
NA19090,0,2023,0,..,37.85001,139.001,n/a (female),..
HG04018,0,2023,0,..,..,..,n/a (female),..
HG04019,0,2023,0,..,..,..,..,..
HG03963,0,2023,0,..,..,..,..,..
HG03965,0,2023,0,..,..,..,..,..
NA20876,0,2023,0,..,..,..,n/a (female),..
NA20877,0,2023,0,..,..,..,n/a (female),..
HG03976,0,2023,0,..,..,..,..,..
HG03977,0,2023,0,..,..,..,n/a (female),..
HG00381,0,2023,0,..,..,..,n/a (female),..
HG00382,0,2023,0,..,..,..,..,..
HG01684,0,2023,0,..,41,-1,n/a (female),..
HG01685,0,2023,0,..,42.5,-8.1,n/a (female),..
HG03867,0,2023,0,..,..,..,..,..
HG03868,0,2023,0,..,..,..,n/a (female),..
HG03716,0,2023,0,..,..,..,..,..
HG03717,0,2023,0,..,..,..,n/a (female),..
HG04212,0,2023,0,..,..,..,n/a (female),..
HG04214,0,2023,0,..,..,..,n/a (female),..
HG03437,0,2023,0,..,7.875833,-11.190833,n/a (female),..
HG03439,0,2023,0,..,7.875833,-11.190833,..,..
HG01098,0,2023,0,..,18.406389,-66.063889,n/a (female),..
HG01101,0,2023,0,..,18.406389,-66.063889,..,..
NA18873,0,2023,0,..,7.396389,3.916667,n/a (female),..
NA18874,0,2023,0,..,7.396389,3.916667,..,..
